date,value
2023-09-27,1000000.0
2023-09-28,1000000.0
2023-10-09,1000000.0
2023-10-10,1000000.0
2023-10-11,1000000.0
2023-10-12,1000000.0
2023-10-13,1000000.0
2023-10-16,1000000.0
2023-10-17,1000000.0
2023-10-18,1000000.0
2023-10-19,1000000.0
2023-10-20,1000000.0
2023-10-23,1000000.0
2023-10-24,1000000.0
2023-10-25,1000000.0
2023-10-26,1000000.0
2023-10-27,1000000.0
2023-10-30,1000000.0
2023-10-31,1000000.0
2023-11-01,1000000.0
2023-11-02,999849.85
2023-11-03,999423.1731617647
2023-11-06,999273.1097723146
2023-11-07,999273.1097723146
2023-11-08,999273.1097723146
2023-11-09,1002500.631939722
2023-11-10,1002500.631939722
2023-11-13,1002500.631939722
2023-11-14,1002500.631939722
2023-11-15,1002500.631939722
2023-11-16,1002500.631939722
2023-11-17,1002500.631939722
2023-11-20,1002500.631939722
2023-11-21,1002500.631939722
2023-11-22,1002500.631939722
2023-11-23,1002500.631939722
2023-11-24,1002500.631939722
2023-11-27,1002500.631939722
2023-11-28,1002500.631939722
2023-11-29,1002500.631939722
2023-11-30,1002500.631939722
2023-12-01,1002500.631939722
2023-12-04,1002500.631939722
2023-12-05,1002500.631939722
2023-12-06,1002500.631939722
2023-12-07,1002500.631939722
2023-12-08,1002350.1064698363
2023-12-11,996908.0101444516
2023-12-12,996758.3244067284
2023-12-13,998881.5606108843
2023-12-14,998731.5785445586
2023-12-15,998731.5785445586
2023-12-18,998731.5785445586
2023-12-19,990776.5705111253
2023-12-20,990627.805409063
2023-12-21,986445.990050819
2023-12-22,986297.8751854128
2023-12-25,986297.8751854128
2023-12-26,986297.8751854128
2023-12-27,986297.8751854128
2023-12-28,986297.8751854128
2023-12-29,986297.8751854128
2024-01-02,986297.8751854128
2024-01-03,986297.8751854128
2024-01-04,986297.8751854128
2024-01-05,986297.8751854128
2024-01-08,986297.8751854128
2024-01-09,986297.8751854128
2024-01-10,986297.8751854128
2024-01-11,986297.8751854128
2024-01-12,986297.8751854128
2024-01-15,986297.8751854128
2024-01-16,986297.8751854128
2024-01-17,986297.8751854128
2024-01-18,1002611.6334255101
2024-01-19,1002611.6334255101
2024-01-22,1002611.6334255101
2024-01-23,1002461.0912887512
2024-01-24,1002461.0912887512
2024-01-25,1002461.0912887512
2024-01-26,1002461.0912887512
2024-01-29,1030921.3858742323
2024-01-30,1030766.5930281433
2024-01-31,1021390.4845800195
2024-02-01,1021237.1227987597
2024-02-02,1021237.1227987597
2024-02-05,1021237.1227987597
2024-02-06,1002655.1021153259
2024-02-07,1002655.1021153259
2024-02-08,1002655.1021153259
2024-02-19,1002655.1021153259
2024-02-20,1002655.1021153259
2024-02-21,1002655.1021153259
2024-02-22,1002504.5534517432
2024-02-23,1002504.5534517432
2024-02-26,1002504.5534517432
2024-02-27,1002504.5534517432
2024-02-28,1002504.5534517432
2024-02-29,1002504.5534517432
2024-03-01,1002504.5534517432
2024-03-04,1002504.5534517432
2024-03-05,1002504.5534517432
2024-03-06,1002504.5534517432
2024-03-07,1002504.5534517432
2024-03-08,1002504.5534517432
2024-03-11,1002504.5534517432
2024-03-12,1002504.5534517432
2024-03-13,1002504.5534517432
2024-03-14,1002504.5534517432
2024-03-15,1002504.5534517432
2024-03-18,1002504.5534517432
2024-03-19,1002504.5534517432
2024-03-20,983936.6887715703
2024-03-21,983936.6887715703
2024-03-22,983936.6887715703
2024-03-25,983936.6887715703
2024-03-26,983936.6887715703
2024-03-27,983936.6887715703
2024-03-28,983936.6887715703
2024-03-29,983936.6887715703
2024-04-01,983936.6887715703
2024-04-02,983788.9506777513
2024-04-03,983384.0536498842
2024-04-08,983236.3985342287
2024-04-09,982831.7289196909
2024-04-10,982684.1567355937
2024-04-11,982684.1567355937
2024-04-12,978635.9635858159
2024-04-15,978489.0213958835
2024-04-16,981744.6656411453
2024-04-17,981597.2566795993
2024-04-18,991024.8724594396
2024-04-19,990876.0700748398
2024-04-22,990876.0700748398
2024-04-23,990876.0700748398
2024-04-24,990876.0700748398
2024-04-25,990876.0700748398
2024-04-26,990876.0700748398
2024-04-29,990876.0700748398
2024-04-30,994064.6783408885
2024-05-06,993915.4195294356
2024-05-07,993915.4195294356
2024-05-08,993915.4195294356
2024-05-09,993915.4195294356
2024-05-10,993915.4195294356
2024-05-13,993915.4195294356
2024-05-14,1003030.0958158082
2024-05-15,1002879.4908469215
2024-05-16,1002879.4908469215
2024-05-17,1002879.4908469215
2024-05-20,1002879.4908469215
2024-05-21,1002879.4908469215
2024-05-22,1002879.4908469215
2024-05-23,1002879.4908469215
2024-05-24,1002879.4908469215
2024-05-27,1002879.4908469215
2024-05-28,1002879.4908469215
2024-05-29,1002879.4908469215
2024-05-30,1002879.4908469215
2024-05-31,1016494.4126383751
2024-06-03,1016494.4126383751
2024-06-04,1016494.4126383751
2024-06-05,1016494.4126383751
2024-06-06,1016494.4126383751
2024-06-07,1016341.7860023174
2024-06-11,1022233.5727109819
2024-06-12,1022080.0843400394
2024-06-13,1022080.0843400394
2024-06-14,1022080.0843400394
2024-06-17,1022080.0843400394
2024-06-18,1022080.0843400394
2024-06-19,1022080.0843400394
2024-06-20,1017863.3344529745
2024-06-21,1017863.3344529745
2024-06-24,1017710.5022733064
2024-06-25,1017710.5022733064
2024-06-26,1017710.5022733064
2024-06-27,1017710.5022733064
2024-06-28,1017710.5022733064
2024-07-01,1017710.5022733064
2024-07-02,1035411.9102224368
2024-07-03,1035256.4431241169
2024-07-04,1033548.6864899916
2024-07-05,1033393.4991547151
2024-07-08,1033393.4991547151
2024-07-09,1017685.2334689394
2024-07-10,1017685.2334689394
2024-07-11,1017685.2334689394
2024-07-12,1017685.2334689394
2024-07-15,1017685.2334689394
2024-07-16,1017685.2334689394
2024-07-17,1017685.2334689394
2024-07-18,1017685.2334689394
2024-07-19,1017685.2334689394
2024-07-22,1017685.2334689394
2024-07-23,1017685.2334689394
2024-07-24,1017685.2334689394
2024-07-25,1017685.2334689394
2024-07-26,1017685.2334689394
2024-07-29,1017685.2334689394
2024-07-30,1017685.2334689394
2024-07-31,1017685.2334689394
2024-08-01,1017685.2334689394
2024-08-02,1017685.2334689394
