date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2025-03-07,买入,601860,"开仓-买入低估股(stock1), z=-2.03",3.769492869033758e-43,3.773262361902791e-43,1326438376120780455872819358315884131849653452800,500499.9999999998,150.14999999999992,499349.85000000015,
2025-03-10,卖出,601860,"平仓-止损, z=-2.23",3.75547988439051e-43,3.75172440450612e-43,1326438376120780455872819358315884131849653452800,497643.1226765799,646.9360594795539,996346.0366171005,-3503.813382899481
2025-03-11,买入,601860,"开仓-买入低估股(stock1), z=-1.73",3.769492869033758e-43,3.773262361902791e-43,1321591618864762540485752375960264845016694784000,498671.1913268587,149.6013573980576,497525.24393284373,
2025-03-12,卖出,601860,"平仓-止损, z=-2.17",3.769492869033758e-43,3.765723376164724e-43,1321591618864762540485752375960264845016694784000,497674.84529024165,646.9772988773141,994553.111924208,-1643.3233354943295
2025-03-13,买入,601860,"开仓-买入低估股(stock1), z=-2.02",3.783505853677006e-43,3.787289359530683e-43,1314327439136442589678444048572601862568961638400,497773.832518066,149.33214975541978,496629.9472563866,
2025-03-17,卖出,601860,"轮动-卖出高估股, z从-2.02到1.09",3.937648684752736e-43,3.933711036067983e-43,1314327439136442589678444048572601862568961638400,517018.43523379945,672.1239658039392,1012976.258524382,18572.478749929505
2025-03-17,买入,601997,"轮动-买入低估股, z=1.09",8.295686908802917e-43,8.30398259571172e-43,599349873437995260264770819710469651521391820800,497699.09177711344,149.309727533134,515127.85701973544,
2025-03-18,卖出,601997,"平仓-价差回归, z=0.06",8.26766093951642e-43,8.259393278576904e-43,599349873437995260264770819710469651521391820800,495026.6316189696,643.5346211046606,1009510.9540176004,-3315.9947792485154
2025-04-16,买入,601860,"开仓-买入低估股(stock1), z=-1.73",3.769492869033758e-43,3.773262361902791e-43,1339054070523245720143443231782365917854511923200,505260.2324858089,151.57806974574265,504099.14346204576,
2025-04-18,卖出,601860,"平仓-止损, z=-2.25",3.797518838320254e-43,3.793721319481934e-43,1339054070523245720143443231782365917854511923200,507999.7975283103,660.3997367868034,1011438.5412535693,2079.1653057145595
2025-04-21,买入,601860,"开仓-买入低估股(stock1), z=-2.41",3.75547988439051e-43,3.7592353642749e-43,1346616907013095757588694170193964908711562444800,506224.98989741143,151.86749696922342,505061.68385918863,
