date,value
2025-09-29,1000000.0
2025-09-30,1000000.0
2025-10-09,1000000.0
2025-10-10,1000000.0
2025-10-13,1000000.0
2025-10-14,1000000.0
2025-10-15,1000000.0
2025-10-16,999849.85
2025-10-17,1006227.9817241379
2025-10-20,1006076.896592682
2025-10-21,1006076.896592682
2025-10-22,1006076.896592682
2025-10-23,1006076.896592682
2025-10-24,1020173.7873818725
2025-10-27,1020173.7873818725
2025-10-28,1020173.7873818725
2025-10-29,1020173.7873818725
2025-10-30,1020173.7873818725
2025-10-31,1020173.7873818725
2025-11-03,1020173.7873818725
2025-11-04,1020173.7873818725
2025-11-05,1020173.7873818725
2025-11-06,1020173.7873818725
2025-11-07,1020173.7873818725
2025-11-10,1020173.7873818725
2025-11-11,1020173.7873818725
2025-11-12,1020173.7873818725
2025-11-13,1020173.7873818725
2025-11-14,1020020.6082876972
2025-11-17,1020020.6082876972
2025-11-18,1020020.6082876972
2025-11-19,1020020.6082876972
2025-11-20,1020020.6082876972
2025-11-21,1020020.6082876972
2025-11-24,1020020.6082876972
2025-11-25,1020020.6082876972
2025-11-26,1004451.0760349091
2025-11-27,1004451.0760349091
2025-11-28,1004451.0760349091
2025-12-01,1004300.2577058425
2025-12-02,1012582.1661022267
2025-12-03,1012430.1268899865
2025-12-04,1013200.2528602122
2025-12-05,1013048.1208422453
2025-12-08,1002424.0333821399
2025-12-09,1002273.5194135276
2025-12-10,999797.7044251407
2025-12-11,999647.5847998213
2025-12-12,994668.01930931
2025-12-15,994518.6699062107
2025-12-16,992039.9540937544
2025-12-17,992039.9540937544
2025-12-18,992039.9540937544
2025-12-19,992039.9540937544
2025-12-22,992039.9540937544
2025-12-23,992039.9540937544
2025-12-24,992039.9540937544
2025-12-25,992039.9540937544
2025-12-26,992039.9540937544
2025-12-29,992039.9540937544
2025-12-30,992039.9540937544
2025-12-31,992039.9540937544
2026-01-05,992039.9540937544
2026-01-06,992039.9540937544
2026-01-07,992039.9540937544
2026-01-08,992039.9540937544
2026-01-09,992039.9540937544
2026-01-12,992039.9540937544
2026-01-13,992039.9540937544
2026-01-14,992039.9540937544
2026-01-15,992039.9540937544
2026-01-16,992039.9540937544
2026-01-19,992039.9540937544
2026-01-20,992039.9540937544
2026-01-21,992039.9540937544
2026-01-22,992039.9540937544
2026-01-23,992039.9540937544
2026-01-26,992039.9540937544
2026-01-27,992039.9540937544
2026-01-28,992039.9540937544
2026-01-29,992039.9540937544
2026-01-30,992039.9540937544
2026-02-02,992039.9540937544
2026-02-03,992039.9540937544
2026-02-04,992039.9540937544
2026-02-05,992039.9540937544
2026-02-06,992039.9540937544
2026-02-09,992039.9540937544
2026-02-10,991890.9992946472
2026-02-11,991890.9992946472
2026-02-12,991890.9992946472
2026-02-13,991890.9992946472
2026-02-24,991890.9992946472
2026-02-25,991890.9992946472
2026-02-26,991890.9992946472
2026-02-27,991890.9992946472
2026-03-02,991890.9992946472
2026-03-03,982034.1839118837
