date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2022-09-29,买入,601997,"开仓-买入低估股(stock2), z=1.64",7.595037676640509e-43,7.602632714317148e-43,658324581506439079642742904658942134626077900800,500499.99999999994,150.14999999999998,499349.85000000003,
2022-09-30,卖出,601997,"平仓-止损, z=2.45",7.595037676640509e-43,7.587442638963868e-43,658324581506439079642742904658942134626077900800,499500.0,649.35,998200.5,-1649.3499999999506
2022-10-10,买入,601997,"开仓-买入低估股(stock2), z=2.81",7.552998722710764e-43,7.560551721433475e-43,660797477032901455028302116043926935731332710400,499599.35025,149.87980507499998,498451.269944925,
2022-10-11,卖出,601997,"平仓-止损, z=3.44",7.538985738067516e-43,7.531446752329448e-43,660797477032901455028302116043926935731332710400,497676.1012346939,646.978931605102,995480.3922480138,-2570.2279469112227
2022-10-13,买入,601997,"开仓-买入低估股(stock2), z=2.11",7.552998722710764e-43,7.560551721433475e-43,658996796368275251609917513164377913026831974400,498237.93632013083,149.47138089603925,497092.9845469869,
2022-10-21,卖出,601997,"平仓-止损, z=2.26",7.538985738067516e-43,7.531446752329448e-43,658996796368275251609917513164377913026831974400,496319.92818033573,645.2159066344365,992767.6968206882,-2563.224046429541
2022-10-24,买入,601997,"开仓-买入低估股(stock2), z=3.45",7.370829922348538e-43,7.378200752270886e-43,673443633403202059732601451480033605438354227200,496880.23225875443,149.06406967762632,495738.40049225616,
2022-10-25,卖出,601997,"平仓-止损, z=2.43",7.328790968418793e-43,7.321462177450374e-43,673443633403202059732601451480033605438354227200,493059.20906062995,640.9769717788189,988156.6325811073,-4462.000169903291
2022-10-26,买入,601997,"开仓-买入低估股(stock2), z=2.03",7.342803953062041e-43,7.350146757015102e-43,672874176471124226194460460802328288230270566400,494572.3946068441,148.37171838205322,493435.86625588115,
2022-10-28,卖出,601997,"平仓-止损, z=2.86",7.20267410662956e-43,7.19547143252293e-43,672874176471124226194460460802328288230270566400,484164.6914480367,629.4140988824477,976971.1436050354,-11037.117257689853
2022-11-24,买入,601997,"开仓-买入低估股(stock2), z=1.64",7.679115584499998e-43,7.686794700084496e-43,636122176346071921694885702207365599033976422400,488974.0573743201,146.69221721229601,487850.394013503,
2022-12-06,卖出,601997,"平仓-止损, z=3.29",8.015427215937954e-43,8.007411788722016e-43,636122176346071921694885702207365599033976422400,509369.2213941042,662.1799878123354,996557.4354197949,19732.98403197171
2022-12-07,买入,601997,"开仓-买入低估股(stock2), z=3.88",7.945362292721713e-43,7.953307655014433e-43,627131525728338165355232148426367084772563353600,498776.99642760726,149.63309892828215,497630.80589325936,
2022-12-08,卖出,601997,"平仓-止损, z=3.38",8.015427215937954e-43,8.007411788722016e-43,627131525728338165355232148426367084772563353600,502170.0372196319,652.8210483855214,999148.0220645057,2740.2197436391093
2022-12-09,买入,601997,"开仓-买入低估股(stock2), z=3.38",8.001414231294705e-43,8.009415645525999e-43,624357140614399823922199587510351815432470528000,500073.58504328504,150.0220755129855,498924.4149457077,
