date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2025-03-14,买入,002936,"开仓-买入低估股(stock1), z=-1.59",2.7605579747198896e-43,2.763318532694609e-43,1811228036428883012850678017003785199691392614400,500499.99999999994,150.14999999999998,499349.85000000003,
2025-03-19,卖出,002936,"平仓-止损, z=-2.79",2.7745709593631378e-43,2.7717963884037746e-43,1811228036428883012850678017003785199691392614400,502035.5329949238,652.6461928934009,1000732.7368020305,882.8868020305031
2025-03-20,买入,002936,"开仓-买入低估股(stock1), z=-1.71",2.7745709593631378e-43,2.7773455303225006e-43,1803400870727296236944936373502772085900758220800,500866.7347694162,150.26002043082485,499715.7420121834,
2025-03-25,卖出,002936,"平仓-止损, z=-2.11",2.7605579747198896e-43,2.7577974167451697e-43,1803400870727296236944936373502772085900758220800,497341.4262647727,646.5438541442045,996410.6244228119,-4171.852358787675
2025-03-26,买入,002936,"开仓-买入低估股(stock1), z=-1.68",2.7605579747198896e-43,2.763318532694609e-43,1804726858750206994568426619806028432153142886400,498703.5175236173,149.61105525708518,497557.4958439375,
2025-03-28,卖出,002936,"平仓-止损, z=-2.33",2.718519020790145e-43,2.715800501769355e-43,1804726858750206994568426619806028432153142886400,490127.8108550444,637.1661541115577,987048.1405448704,-9212.872822684445
2025-03-31,买入,002936,"开仓-买入低估股(stock1), z=-1.64",2.704506036146897e-43,2.7072105421830436e-43,1824821478215510642583423100125671019656092057600,494017.59434270754,148.20527830281225,492882.34092386,
2025-04-09,卖出,002936,"平仓-价差回归, z=0.10",2.5643761897144152e-43,2.561811813524701e-43,1824821478215510642583423100125671019656092057600,467484.92204661027,607.7303986605933,959759.5325718097,-27140.40269475788
2025-05-21,买入,002936,"开仓-买入低估股(stock1), z=-2.78",2.7745709593631378e-43,2.7773455303225006e-43,1729563861635941976824113705458014396694396928000,480359.64605219074,144.1078938156572,479255.7786258033,
2025-05-22,卖出,002936,"平仓-止损, z=-2.06",2.788583944006386e-43,2.7857953600623794e-43,1729563861635941976824113705458014396694396928000,481821.09806769784,626.3674274880073,960450.509266013,835.0845880190875
2025-05-23,买入,002936,"开仓-买入低估股(stock1), z=-3.02",2.7325320054333933e-43,2.735264537438826e-43,1757436888856642604562362059128512933805214924800,480705.47988763946,144.21164396629183,479600.8177344073,
2025-05-26,卖出,002936,"平仓-止损, z=-2.99",2.718519020790145e-43,2.715800501769355e-43,1757436888856642604562362059128512933805214924800,477284.79845848447,620.4702379960298,956265.1459548958,-4041.1516671510226
2025-05-27,买入,002936,"开仓-买入低估股(stock1), z=-1.63",2.7605579747198896e-43,2.763318532694609e-43,1732014242613265269168351785359144380966476185600,478610.7055504253,143.58321166512758,477510.8571928054,
2025-06-04,卖出,002936,"轮动-卖出高估股, z从-1.63到1.38",2.9147008057956195e-43,2.911786104989824e-43,1732014242613265269168351785359144380966476185600,504325.50052857795,655.6231506871513,981180.7345706963,25059.171827465507
2025-06-04,买入,002142,"轮动-买入低估股, z=1.38",3.7568811828548346e-42,3.760638064037689e-42,127249374708289129194718387791091694393360384000,478538.84215298685,143.56165264589603,502498.3307650635,
2025-06-19,卖出,002142,"平仓-价差回归, z=0.23",3.7190461243180645e-42,3.7153270781937464e-42,127249374708289129194718387791091694393360384000,472773.0475369291,614.6049617980078,974656.7733401946,-6380.399577855816
2025-06-23,买入,002142,"开仓-买入低估股(stock2), z=1.55",3.7652889736407835e-42,3.769054262614424e-42,129426556655194305826845524005721203756394086400,487815.7150567674,146.3447145170302,486694.7135689102,
2025-06-25,卖出,002142,"平仓-价差回归, z=-0.18",3.930642192431112e-42,3.926711550238681e-42,129426556655194305826845524005721203756394086400,508220.75492557255,660.6869814032443,994254.7815130795,19744.352887401907
2025-07-08,买入,002142,"开仓-买入低估股(stock2), z=1.58",3.9334447893597615e-42,3.937378234149121e-42,126384738410795428235020803699877917162785996800,497624.5181472963,149.28735544418888,496480.9760103391,
2025-07-09,卖出,002142,"平仓-止损, z=2.33",3.937648684752736e-42,3.933711036067983e-42,126384738410795428235020803699877917162785996800,497161.0402771111,646.3093523602445,992995.70693509,-1109.7872225454003
2025-07-10,买入,002142,"开仓-买入低估股(stock2), z=1.81",4.038542174184123e-42,4.0425807163583064e-42,122939870887407251064228255823735586988385894400,496994.3513210125,149.09830539630374,495852.2573086812,
2025-07-16,卖出,002142,"平仓-止损, z=2.55",3.751275988997535e-42,3.7475247130085376e-42,122939870887407251064228255823735586988385894400,460720.2043646375,598.9362656740287,955973.5254076447,-36873.083222049005
2025-07-17,买入,002142,"开仓-买入低估股(stock2), z=2.25",3.740065601282937e-42,3.7438056668842195e-42,127801705547587412539133980398794257424659251200,478464.74946652615,143.53942483995783,477365.2365162786,
