date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2025-10-09,买入,002807,"开仓-买入低估股(stock2), z=1.52",6.20775219695894e-43,6.2139599491558975e-43,805444521843092543758993447302914707734659072000,500499.99999999994,150.14999999999998,499349.85000000003,
2025-10-13,卖出,002807,"平仓-止损, z=2.31",6.2778171201751805e-43,6.2715393030550056e-43,805444521843092543758993447302914707734659072000,505137.69751693006,656.6790067720091,1003830.868510158,3981.0185101581196
2025-10-14,买入,002807,"开仓-买入低估股(stock2), z=1.86",6.473998905180655e-43,6.4804729040858346e-43,775278837093150945940890952137723541734188646400,502417.34968933405,150.7252049068002,501262.7936159172,
2025-10-20,卖出,002807,"平仓-价差回归, z=0.06",6.908401429121348e-43,6.901493027692227e-43,775278837093150945940890952137723541734188646400,535058.1488715719,695.5755935330435,1035625.3668939561,31945.22358870481
2025-10-22,买入,600926,"开仓-买入低估股(stock1), z=-2.27",2.2995307799570248e-42,2.3018303107369816e-42,225181888392315967667825906545559395372734873600,518330.496130425,155.49914883912749,517139.3716146919,
2025-10-31,卖出,600926,"平仓-价差回归, z=-0.09",2.2000385889899628e-42,2.197838550400973e-42,225181888392315967667825906545559395372734873600,494913.4351607214,643.3874657089378,1011409.4193097043,-24060.44843541252
2025-11-04,买入,600926,"开仓-买入低估股(stock1), z=-1.83",2.2420775429197073e-42,2.244319620462627e-42,225551837514195365248902573955151180005480857600,506210.414364507,151.8631243093521,505047.141820888,
2025-12-02,卖出,600926,"平仓-时间止损, 持仓20天",2.2098476782402365e-42,2.2076378305619963e-42,225551837514195365248902573955151180005480857600,497936.76924911013,647.3178000238432,1002336.5932699742,-8920.96291542073
2025-12-16,买入,002807,"开仓-买入低估股(stock2), z=2.20",6.43195995125091e-43,6.4383919112021605e-43,779184417243639859673737472946682345267449036800,501669.464931622,150.5008394794866,500516.62749887275,
2025-12-30,卖出,002807,"平仓-止损, z=2.06",6.417946966607662e-43,6.411529019641054e-43,779184417243639859673737472946682345267449036800,499576.35028097004,649.449255365261,999443.5285244775,-2742.563906017236
2025-12-31,买入,002807,"开仓-买入低估股(stock2), z=1.76",6.403933981964414e-43,6.4103379159463775e-43,780335596321916752903169110489030231235284172800,500221.486026501,150.0664458079503,499071.9760521686,
2026-01-05,卖出,002807,"平仓-止损, z=2.46",6.389920997321166e-43,6.3835310763238444e-43,780335596321916752903169110489030231235284172800,498129.6529082654,647.568548780745,996554.0604116532,-2739.401667016281
2026-01-06,买入,002807,"开仓-买入低估股(stock2), z=2.24",6.43195995125091e-43,6.4383919112021605e-43,774689261099829922198069386756313353356417433600,498775.3072360324,149.63259217080972,497629.1205834501,
2026-01-07,卖出,002807,"平仓-止损, z=2.97",6.43195995125091e-43,6.4255279912996594e-43,774689261099829922198069386756313353356417433600,497778.7531756208,647.112379128307,994760.7613799425,-1643.6664395399055
2026-01-08,买入,002807,"开仓-买入低估股(stock2), z=2.91",6.375908012677918e-43,6.3822839206905946e-43,780093407403267560381911351235411875929994035200,497877.7610706612,149.36332832119834,496733.63698096015,
2026-01-13,卖出,002807,"平仓-止损, z=2.63",6.43195995125091e-43,6.4255279912996594e-43,780093407403267560381911351235411875929994035200,501251.2025098025,651.6265632627433,997333.2129274999,2721.8148758785446
2026-01-14,买入,002807,"开仓-买入低估股(stock2), z=2.21",6.319856074104925e-43,6.3261759301790294e-43,789047409650662948543075796588381254402965504000,499165.2730702136,149.74958192106408,498018.1902753652,
2026-01-15,卖出,002807,"平仓-止损, z=2.28",6.305843089461677e-43,6.299537246372215e-43,789047409650662948543075796588381254402965504000,497063.35462478665,646.1823610122226,994435.3625391396,-2748.100806439197
2026-01-16,买入,002807,"开仓-买入低估股(stock2), z=1.77",6.235778166245436e-43,6.2420139444116805e-43,797362683555731201737531961098687521915456716800,497714.89895083924,149.31446968525177,496571.1491186151,
2026-01-30,卖出,002807,"平仓-止损, z=2.35",6.403933981964414e-43,6.39753004798245e-43,797362683555731201737531961098687521915456716800,510115.1727187712,663.1497245344026,1006023.1721128519,11737.12404339755
2026-02-02,买入,002807,"开仓-买入低估股(stock2), z=1.90",6.347882043391421e-43,6.354229925434812e-43,792408527156069878744451473848540186003111936000,503514.5976424824,151.0543792927447,502357.52009107673,
2026-02-05,卖出,002807,"平仓-止损, z=2.06",6.5300508437536476e-43,6.523520792909894e-43,792408527156069878744451473848540186003111936000,516929.35033817263,672.0081554396244,1018614.8622738097,12742.744540250644
2026-02-24,买入,002807,"开仓-买入低估股(stock2), z=1.63",6.403933981964414e-43,6.4103379159463775e-43,795303999965149910828110953531127152296276787200,509816.7385680417,152.9450215704125,508645.1786841976,
