date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2025-09-29,买入,601860,"开仓-买入低估股(stock1), z=-2.57",3.965674654039232e-43,3.969640328693271e-43,1260819516524699626678208115543224072554938368000,500499.99999999994,150.14999999999998,499349.85000000003,
2025-09-30,卖出,601860,"平仓-止损, z=-2.19",3.923635700109488e-43,3.919712064409379e-43,1260819516524699626678208115543224072554938368000,494204.9469964665,642.4664310954065,992912.3305653711,-6937.5194346288545
2025-10-17,买入,601860,"开仓-买入低估股(stock1), z=-2.14",4.0637655465419695e-43,4.067829312088511e-43,1221665373154071731150405447275383159019221811200,496952.6214479682,149.08578643439043,495810.6233309685,
2025-10-22,卖出,601860,"平仓-止损, z=-2.54",4.1478434544014585e-43,4.143695610947057e-43,1221665373154071731150405447275383159019221811200,506220.9444784526,658.0872278219883,1001373.480581599,8610.23580266243
2025-10-23,买入,601860,"开仓-买入低估股(stock1), z=-2.27",4.175869423687955e-43,4.180045293111642e-43,1198999991356563483421248971283056822556033024000,501187.42703109025,150.35622810932705,500035.6973223995,
2025-10-24,卖出,601860,"平仓-止损, z=-2.30",4.105804500471714e-43,4.101698695971242e-43,1198999991356563483421248971283056822556033024000,491793.6701016747,639.3317711321771,991190.035652942,-10033.088700547734
2025-10-27,买入,601860,"开仓-买入低估股(stock1), z=-2.85",4.091791515828466e-43,4.095883307344294e-43,1211193228954451732864509883775512010182098944000,496090.61284429743,148.82718385328923,494950.5956247913,
2025-10-31,卖出,601860,"平仓-止损, z=-3.35",3.965674654039232e-43,3.961708979385193e-43,1211193228954451732864509883775512010182098944000,479839.5090919397,623.7913618195216,974166.3133549115,-16874.89511417724
2025-11-03,买入,601860,"开仓-买入低估股(stock1), z=-4.37",3.9796876386824805e-43,3.983667326321163e-43,1223923083668722243997229878637622776320910950400,487570.2398341332,146.27107195023996,486449.80244882806,
2025-11-04,卖出,601860,"平仓-止损, z=-4.10",4.021726592612225e-43,4.017704866019613e-43,1223923083668722243997229878637622776320910950400,491736.17288895557,639.2570247556423,977546.718313028,3526.676030066734
2025-11-05,买入,601860,"开仓-买入低估股(stock1), z=-3.51",4.021726592612225e-43,4.025748319204837e-43,1215332141310585608592233950488575726341796659200,489262.1325156705,146.77863975470115,488137.8071576028,
2025-11-06,卖出,601860,"平仓-止损, z=-2.99",4.021726592612225e-43,4.017704866019613e-43,1215332141310585608592233950488575726341796659200,488284.58579735755,634.7699615365648,975787.6229934238,-1612.316679849517
