date,action,stock,reason,price,exec_price,volume,amount,cost,capital_after,pnl
2023-09-27,买入,002936,"开仓-买入低估股(stock1), z=-1.58",2.9987787136551085e-43,3.0017774923687632e-43,1667345435404158829592806616034863022642875596800,500499.99999999994,150.14999999999998,499349.85000000003,
2023-10-24,卖出,002936,"轮动-卖出高估股, z从-1.58到1.14",2.886674836509123e-43,2.883788161672614e-43,1667345435404158829592806616034863022642875596800,480827.1028037384,625.07523364486,979551.8775700936,-20297.972429906447
2023-10-24,买入,002839,"轮动-买入低估股, z=1.14",5.8714405655209835e-43,5.8773120060865035e-43,851451904215334232374102506315526286084984012800,500424.84992499993,150.12745497749998,478976.9001901162,
2023-11-01,卖出,002839,"平仓-止损, z=3.94",5.717297734445254e-43,5.711580436710808e-43,851451904215334232374102506315526286084984012800,486313.6038916468,632.2076850591408,964658.2963967038,-14743.453718412293
2023-11-02,买入,002839,"开仓-买入低估股(stock2), z=3.18",5.731310719088502e-43,5.7370420298075894e-43,841568660013360265422860658368355504122285260800,482811.47734655015,144.84344320396502,481701.9756069497,
2023-11-03,卖出,002839,"平仓-止损, z=2.53",5.731310719088502e-43,5.7255794083694134e-43,841568660013360265422860658368355504122285260800,481846.81905015354,626.4008647651996,962922.393792338,-1591.059161161817
2023-11-06,买入,002839,"开仓-买入低估股(stock2), z=2.31",5.7873626576614945e-43,5.793150020319155e-43,831918138495771279546785428597979778450142003200,481942.6580930651,144.5827974279195,480835.152901845,
2023-11-07,卖出,002839,"平仓-止损, z=2.15",5.7873626576614945e-43,5.781575295003833e-43,831918138495771279546785428597979778450142003200,480979.7356992728,625.2736564090546,961189.6149447088,-1588.1960502013517
2023-11-08,买入,002839,"开仓-买入低估股(stock2), z=1.54",5.7873626576614945e-43,5.793150020319155e-43,830421101805548258267354409708992846464077004800,481075.4022798267,144.322620683948,479969.89004419814,
2023-12-06,卖出,002839,"平仓-时间止损, 持仓20天",5.507102964796531e-43,5.501595861831735e-43,830421101805548258267354409708992846464077004800,456864.1297271154,593.9233686452501,936240.0964026683,-24805.195921356557
2023-12-08,买入,002839,"开仓-买入低估股(stock2), z=1.54",5.507102964796531e-43,5.512610067761327e-43,850029591227426114353369970741095211219288064000,468588.1682495355,140.57645047486062,467511.35170265794,
2024-01-03,卖出,002839,"平仓-价差回归, z=-0.06",5.479076995510035e-43,5.4735979185145244e-43,850029591227426114353369970741095211219288064000,465272.02012181917,604.8536261583649,932178.5181983188,-3921.0017538746765
2024-01-16,买入,002936,"开仓-买入低估股(stock1), z=-1.62",2.858648867222627e-43,2.861507516089849e-43,1630452989324278455896469375782024929114849280000,466555.34835825855,139.96660450747754,465483.20323555276,
2024-01-18,卖出,002936,"平仓-止损, z=-2.27",2.802596928649634e-43,2.7997943317209847e-43,1630452989324278455896469375782024929114849280000,456493.303764765,593.4412948941945,921383.0657054235,-10655.485888387739
2024-02-21,买入,002936,"开仓-买入低估股(stock1), z=-1.90",2.9287137904388677e-43,2.931642504229306e-43,1573016572519628624979035591951616239382141337600,461152.2243855644,138.34566731566932,460092.49565254344,
2024-02-22,卖出,002936,"平仓-止损, z=-2.09",2.9287137904388677e-43,2.9257850766484288e-43,1573016572519628624979035591951616239382141337600,460230.841319859,598.3000937158167,919725.0368786866,-1519.6831594211917
2024-03-26,买入,002936,"开仓-买入低估股(stock1), z=-2.86",2.8166099132928823e-43,2.8194265232061747e-43,1632680891553494146723536316623215043635314688000,460322.38095778256,138.09671428733475,459264.5592066167,
2024-03-27,卖出,002936,"平仓-止损, z=-2.56",2.802596928649634e-43,2.7997943317209847e-43,1632680891553494146723536316623215043635314688000,457117.0705680637,594.2521917384828,915787.3775829419,-3799.562581457382
2024-03-28,买入,002936,"开仓-买入低估股(stock1), z=-2.32",2.788583944006386e-43,2.791372527950392e-43,1642029424201627677845205377496577681939811532800,458351.58248026244,137.50547474407873,457298.2896279354,
2024-03-29,卖出,002936,"平仓-止损, z=-4.61",2.7325320054333933e-43,2.72979947342796e-43,1642029424201627677845205377496577681939811532800,448241.105753882,582.7134374800465,904956.6819443373,-10693.190163860514
2024-04-01,买入,002936,"开仓-买入低估股(stock1), z=-4.11",2.7605579747198896e-43,2.763318532694609e-43,1639082914091239603180966287098707801925694259200,452930.8193131408,135.87924579394223,451889.98338540253,
2024-04-02,卖出,002936,"平仓-止损, z=-3.57",2.7605579747198896e-43,2.7577974167451697e-43,1639082914091239603180966287098707801925694259200,452025.8626311965,587.6336214205554,903328.2123951785,-1492.59030336484
