date,value
2025-03-07,1000000.0
2025-03-10,1000000.0
2025-03-11,1000000.0
2025-03-12,1000000.0
2025-03-13,1000000.0
2025-03-14,1000000.0
2025-03-17,999849.85
2025-03-18,999849.85
2025-03-19,999849.85
2025-03-20,1001916.3335195531
2025-03-21,1001765.8957820751
2025-03-24,1001765.8957820751
2025-03-25,1001765.8957820751
2025-03-26,1001765.8957820751
2025-03-27,1001765.8957820751
2025-03-28,1001765.8957820751
2025-03-31,995502.622953567
2025-04-01,995353.1482347305
2025-04-02,995353.1482347305
2025-04-03,995353.1482347305
2025-04-07,998387.3659886194
2025-04-08,998387.3659886194
2025-04-09,998387.3659886194
2025-04-10,998387.3659886194
2025-04-11,998387.3659886194
2025-04-14,998387.3659886194
2025-04-15,998387.3659886194
2025-04-16,998387.3659886194
2025-04-17,998387.3659886194
2025-04-18,998387.3659886194
2025-04-21,998387.3659886194
2025-04-22,998387.3659886194
2025-04-23,998387.3659886194
2025-04-24,998387.3659886194
2025-04-25,998387.3659886194
2025-04-28,998387.3659886194
2025-04-29,998387.3659886194
2025-04-30,998237.4581256162
2025-05-06,998237.4581256162
2025-05-07,998237.4581256162
2025-05-08,998237.4581256162
2025-05-09,1011378.1186147458
2025-05-12,1011226.2601902358
2025-05-13,1011226.2601902358
2025-05-14,1011226.2601902358
2025-05-15,1011226.2601902358
2025-05-16,1011226.2601902358
2025-05-19,1011226.2601902358
2025-05-20,1011226.2601902358
2025-05-21,1011226.2601902358
2025-05-22,1033070.0643986517
2025-05-23,1032914.9489284822
2025-05-26,1024591.9103923615
2025-05-27,1024438.0679170161
2025-05-28,1024438.0679170161
2025-05-29,1024438.0679170161
2025-05-30,1034148.5663310374
2025-06-03,1034148.5663310374
2025-06-04,1034148.5663310374
2025-06-05,1033993.2889238028
2025-06-06,1033993.2889238028
2025-06-09,1028631.5816682429
2025-06-10,1028477.1326362555
2025-06-11,1028477.1326362555
2025-06-12,1028477.1326362555
2025-06-13,1028477.1326362555
2025-06-16,1028477.1326362555
2025-06-17,1028477.1326362555
2025-06-18,1028477.1326362555
2025-06-19,1028477.1326362555
2025-06-20,1028477.1326362555
2025-06-23,1028477.1326362555
2025-06-24,1028477.1326362555
2025-06-25,1028477.1326362555
2025-06-26,1055771.1542288803
2025-06-27,1055771.1542288803
2025-06-30,1055771.1542288803
2025-07-01,1055771.1542288803
2025-07-02,1055771.1542288803
2025-07-03,1055771.1542288803
2025-07-04,1055771.1542288803
2025-07-07,1055771.1542288803
2025-07-08,1055771.1542288803
2025-07-09,1055771.1542288803
2025-07-10,1055771.1542288803
2025-07-11,1055771.1542288803
2025-07-14,1055771.1542288803
2025-07-15,1055771.1542288803
2025-07-16,1055771.1542288803
2025-07-17,1055771.1542288803
2025-07-18,1055771.1542288803
2025-07-21,1055771.1542288803
2025-07-22,1055771.1542288803
2025-07-23,1055771.1542288803
2025-07-24,1055771.1542288803
2025-07-25,1055771.1542288803
2025-07-28,1055612.6301900728
2025-07-29,1054784.0706859587
2025-07-30,1054625.6948577452
2025-07-31,1054728.998026666
2025-08-01,1054570.6304676123
2025-08-04,1050968.5273673208
2025-08-05,1050810.7244429365
2025-08-06,1050810.7244429365
2025-08-07,1050810.7244429365
2025-08-08,1050810.7244429365
2025-08-11,1050810.7244429365
2025-08-12,1050810.7244429365
2025-08-13,1050810.7244429365
2025-08-14,1050810.7244429365
2025-08-15,1050810.7244429365
2025-08-18,1050810.7244429365
2025-08-19,1050810.7244429365
2025-08-20,1050810.7244429365
2025-08-21,1050810.7244429365
2025-08-22,1050810.7244429365
2025-08-25,1057428.6139218998
2025-08-26,1057428.6139218998
2025-08-27,1057428.6139218998
2025-08-28,1057428.6139218998
2025-08-29,1057428.6139218998
2025-09-01,1057428.6139218998
2025-09-02,1057428.6139218998
2025-09-03,1057428.6139218998
2025-09-04,1057428.6139218998
2025-09-05,1057428.6139218998
2025-09-08,1057269.8410155196
2025-09-09,1057269.8410155196
2025-09-10,1057269.8410155196
2025-09-11,1057269.8410155196
2025-09-12,1057269.8410155196
2025-09-15,1057269.8410155196
2025-09-16,1057269.8410155196
2025-09-17,1050730.3261185698
2025-09-18,1050730.3261185698
2025-09-19,1050730.3261185698
2025-09-22,1050730.3261185698
2025-09-23,1050730.3261185698
2025-09-24,1050730.3261185698
2025-09-25,1050730.3261185698
2025-09-26,1050730.3261185698
2025-09-29,1050730.3261185698
2025-09-30,1050730.3261185698
2025-10-09,1050730.3261185698
2025-10-10,1050730.3261185698
2025-10-13,1050730.3261185698
2025-10-14,1050730.3261185698
2025-10-15,1050730.3261185698
2025-10-16,1050730.3261185698
2025-10-17,1050730.3261185698
2025-10-20,1050730.3261185698
2025-10-21,1050730.3261185698
2025-10-22,1050730.3261185698
2025-10-23,1050730.3261185698
2025-10-24,1050730.3261185698
2025-10-27,1050730.3261185698
2025-10-28,1050730.3261185698
2025-10-29,1050730.3261185698
2025-10-30,1050730.3261185698
2025-10-31,1050730.3261185698
2025-11-03,1050572.558960103
2025-11-04,1050572.558960103
2025-11-05,1050572.558960103
2025-11-06,1050572.558960103
2025-11-07,1050572.558960103
2025-11-10,1050572.558960103
2025-11-11,1050572.558960103
2025-11-12,1050572.558960103
2025-11-13,1050572.558960103
2025-11-14,1067969.3728879225
2025-11-17,1067809.0172865833
2025-11-18,1067809.0172865833
2025-11-19,1067809.0172865833
2025-11-20,1067809.0172865833
2025-11-21,1067809.0172865833
2025-11-24,1067809.0172865833
2025-11-25,1067809.0172865833
2025-11-26,1067809.0172865833
2025-11-27,1067809.0172865833
2025-11-28,1067809.0172865833
2025-12-01,1067809.0172865833
2025-12-02,1067809.0172865833
2025-12-03,1060429.735472287
2025-12-04,1060429.735472287
2025-12-05,1060429.735472287
2025-12-08,1060429.735472287
2025-12-09,1060429.735472287
2025-12-10,1060429.735472287
2025-12-11,1060429.735472287
2025-12-12,1060429.735472287
2025-12-15,1060429.735472287
2025-12-16,1060429.735472287
2025-12-17,1060429.735472287
2025-12-18,1060429.735472287
2025-12-19,1060270.5119475059
2025-12-22,1060270.5119475059
2025-12-23,1067273.2652614242
2025-12-24,1067273.2652614242
2025-12-25,1067273.2652614242
2025-12-26,1067113.0141806453
2025-12-29,1059522.7145002042
2025-12-30,1059363.6271646218
2025-12-31,1059876.4466177342
2026-01-05,1059717.3061692745
2026-01-06,1059717.3061692745
2026-01-07,1072838.8622809458
2026-01-08,1072838.8622809458
2026-01-09,1072838.8622809458
2026-01-12,1072838.8622809458
2026-01-13,1072838.8622809458
2026-01-14,1072677.7755257743
2026-01-15,1072677.7755257743
2026-01-16,1072677.7755257743
2026-01-19,1060262.628708967
2026-01-20,1060262.628708967
2026-01-21,1060262.628708967
2026-01-22,1060262.628708967
2026-01-23,1060103.4302752665
2026-01-26,1060103.4302752665
2026-01-27,1059325.1681297102
2026-01-28,1059166.1104557156
2026-01-29,1055461.7086056503
2026-01-30,1055303.2310301033
2026-02-02,1054530.2687893012
2026-02-03,1054371.9310694425
2026-02-04,1048735.9518666873
2026-02-05,1048578.4841635143
2026-02-06,1057446.8891344483
2026-02-09,1057288.1134840446
2026-02-10,1057288.1134840446
2026-02-11,1057288.1134840446
2026-02-12,1057288.1134840446
2026-02-13,1057288.1134840446
2026-02-24,1057288.1134840446
2026-02-25,1057288.1134840446
2026-02-26,1057288.1134840446
2026-02-27,1057288.1134840446
2026-03-02,1057288.1134840446
2026-03-03,1057288.1134840446
