date,net_value,net_return,cumulative_return
2025-03-10,1000000.0,-0.5,-0.9999999999995453
2025-03-11,1000000.0,-0.5,-0.9999999999997726
2025-03-12,1000000.0,-0.5,-0.9999999999998863
2025-03-13,1000000.0,-0.5,-0.9999999999999432
2025-03-14,1000000.0,-0.5,-0.9999999999999716
2025-03-17,1000000.0,-0.5,-0.9999999999999858
2025-03-18,1000000.0,-0.5,-0.9999999999999929
2025-03-19,1000000.0,-0.5,-0.9999999999999964
2025-03-20,1000000.0,-0.5,-0.9999999999999982
2025-03-21,1000000.0,-0.5,-0.9999999999999991
2025-03-24,1000000.0,-0.5,-0.9999999999999996
2025-03-25,1000000.0,-0.5,-0.9999999999999998
2025-03-26,1000000.0,-0.5,-0.9999999999999999
2025-03-27,1000000.0,-0.5,-1.0
2025-03-28,1000000.0,-0.5,-1.0
2025-03-31,1000000.0,-0.5,-1.0
2025-04-01,1000000.0,-0.5,-1.0
2025-04-02,1000000.0,-0.5,-1.0
2025-04-03,1000000.0,-0.5,-1.0
2025-04-07,1000000.0,-0.5,-1.0
2025-04-08,1000000.0,-0.5,-1.0
2025-04-09,1000000.0,-0.5,-1.0
2025-04-10,1000000.0,-0.5,-1.0
2025-04-11,1000000.0,-0.5,-1.0
2025-04-14,1000000.0,-0.5,-1.0
2025-04-15,1000000.0,-0.5,-1.0
2025-04-16,1000000.0,-0.5,-1.0
2025-04-17,1000000.0,-0.5,-1.0
2025-04-18,1000000.0,-0.5,-1.0
2025-04-21,1000000.0,-0.5,-1.0
2025-04-22,1000000.0,-0.5,-1.0
2025-04-23,1000000.0,-0.5,-1.0
2025-04-24,1000000.0,-0.5,-1.0
2025-04-25,1000000.0,-0.5,-1.0
2025-04-28,1016560.56529288,-0.49171971735355996,-1.0
2025-04-29,1003024.56529288,-0.49848771735355996,-1.0
2025-04-30,1005844.56529288,-0.49707771735356,-1.0
2025-05-06,1022200.56529288,-0.48889971735355997,-1.0
2025-05-07,1023892.56529288,-0.48805371735355996,-1.0
2025-05-08,1035172.56529288,-0.48241371735356,-1.0
2025-05-09,1025020.56529288,-0.48748971735355995,-1.0
2025-05-12,1033480.56529288,-0.48325971735356,-1.0
2025-05-13,1026148.56529288,-0.48692571735356,-1.0
2025-05-14,1023328.56529288,-0.48833571735355996,-1.0
2025-05-15,1010920.56529288,-0.49453971735355995,-1.0
2025-05-16,1008664.56529288,-0.49566771735355997,-1.0
2025-05-19,1029532.56529288,-0.48523371735355997,-1.0
2025-05-20,1027840.56529288,-0.48607971735356,-1.0
2025-05-21,1021072.56529288,-0.48946371735356,-1.0
2025-05-22,1027276.56529288,-0.48636171735356,-1.0
2025-05-23,982720.56529288,-0.50863971735356,-1.0
2025-05-26,994564.56529288,-0.50271771735356,-1.0
2025-05-27,988924.56529288,-0.50553771735356,-1.0
2025-05-28,984412.56529288,-0.5077937173535599,-1.0
2025-05-29,1015996.56529288,-0.49200171735355996,-1.0
2025-05-30,1015012.2868692401,-0.49249385656538,-1.0
2025-06-03,1015012.2868692401,-0.49249385656538,-1.0
2025-06-04,1015012.2868692401,-0.49249385656538,-1.0
2025-06-05,1015012.2868692401,-0.49249385656538,-1.0
2025-06-09,1015012.2868692401,-0.49249385656538,-1.0
2025-06-10,1015012.2868692401,-0.49249385656538,-1.0
2025-06-11,1015012.2868692401,-0.49249385656538,-1.0
2025-06-12,1015012.2868692401,-0.49249385656538,-1.0
2025-06-13,1015012.2868692401,-0.49249385656538,-1.0
2025-06-16,1015012.2868692401,-0.49249385656538,-1.0
2025-06-17,1015012.2868692401,-0.49249385656538,-1.0
2025-06-18,1015012.2868692401,-0.49249385656538,-1.0
2025-06-19,1015012.2868692401,-0.49249385656538,-1.0
2025-06-20,1015012.2868692401,-0.49249385656538,-1.0
2025-06-23,1015012.2868692401,-0.49249385656538,-1.0
2025-06-24,1015012.2868692401,-0.49249385656538,-1.0
2025-06-25,1015012.2868692401,-0.49249385656538,-1.0
2025-06-26,1015012.2868692401,-0.49249385656538,-1.0
2025-06-27,1015012.2868692401,-0.49249385656538,-1.0
2025-06-30,1015655.5377650801,-0.49217223111745995,-1.0
2025-07-01,1011119.5377650801,-0.49444023111745994,-1.0
2025-07-02,998015.5377650801,-0.5009922311174599,-1.0
2025-07-03,1011623.5377650801,-0.49418823111745996,-1.0
2025-07-04,997511.5377650801,-0.50124423111746,-1.0
2025-07-07,994487.5377650801,-0.5027562311174599,-1.0
2025-07-08,1017671.5377650801,-0.49116423111745994,-1.0
2025-07-09,1005071.5377650801,-0.49746423111745997,-1.0
2025-07-10,1000535.5377650801,-0.49973223111745996,-1.0
2025-07-11,1003055.5377650801,-0.4984722311174599,-1.0
2025-07-14,1002047.5377650801,-0.4989762311174599,-1.0
2025-07-15,995999.5377650801,-0.50200023111746,-1.0
2025-07-16,996503.5377650801,-0.5017482311174599,-1.0
2025-07-17,1012631.5377650801,-0.49368423111745996,-1.0
2025-07-18,1004567.5377650801,-0.49771623111745994,-1.0
2025-07-21,1017167.5377650801,-0.49141623111745997,-1.0
2025-07-22,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-23,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-24,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-25,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-28,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-29,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-30,1016191.2253992402,-0.49190438730037994,-1.0
2025-07-31,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-01,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-04,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-05,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-06,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-07,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-08,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-11,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-12,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-13,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-14,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-15,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-18,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-19,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-20,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-21,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-22,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-25,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-26,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-27,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-28,1016191.2253992402,-0.49190438730037994,-1.0
2025-08-29,1016191.2253992402,-0.49190438730037994,-1.0
2025-09-01,1016191.2253992402,-0.49190438730037994,-1.0
2025-09-02,1016191.2253992402,-0.49190438730037994,-1.0
2025-09-03,1016191.2253992402,-0.49190438730037994,-1.0
2025-09-04,1002002.2170562003,-0.49899889147189985,-1.0
2025-09-05,1022482.2170562003,-0.4887588914718999,-1.0
2025-09-08,1021458.2170562003,-0.4892708914718999,-1.0
2025-09-09,1005074.2170562003,-0.49746289147189987,-1.0
2025-09-10,1007122.2170562003,-0.49643889147189985,-1.0
2025-09-11,1027602.2170562003,-0.4861988914718999,-1.0
2025-09-12,1045010.2170562003,-0.4774948914718999,-1.0
2025-09-15,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-16,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-17,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-18,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-19,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-22,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-23,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-24,1043990.5616578003,-0.4780047191710998,-1.0
2025-09-25,1036776.5855698003,-0.4816117072150998,-1.0
2025-09-26,1007896.5855698003,-0.49605170721509984,-1.0
2025-09-29,1018688.5855698003,-0.4906557072150998,-1.0
2025-09-30,1028416.5855698003,-0.48579170721509984,-1.0
2025-10-09,1036472.5855698003,-0.4817637072150998,-1.0
2025-10-10,1055928.5855698003,-0.47203570721509985,-1.0
2025-10-13,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-14,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-15,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-16,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-17,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-20,1054912.0142194803,-0.47254399289025983,-1.0
2025-10-21,1067173.7174834805,-0.4664131412582598,-1.0
2025-10-22,1095493.7174834805,-0.45225314125825977,-1.0
2025-10-23,1075333.7174834805,-0.46233314125825975,-1.0
2025-10-24,1093413.7174834805,-0.45329314125825976,-1.0
2025-10-27,1096773.7174834805,-0.45161314125825974,-1.0
2025-10-28,1105253.7174834805,-0.4473731412582598,-1.0
2025-10-29,1110533.7174834805,-0.44473314125825975,-1.0
2025-10-30,1078213.7174834805,-0.46089314125825975,-1.0
2025-10-31,1076293.7174834805,-0.46185314125825977,-1.0
2025-11-03,1065253.7174834805,-0.4673731412582598,-1.0
2025-11-04,1052453.7174834805,-0.47377314125825976,-1.0
2025-11-05,1055013.7174834805,-0.47249314125825975,-1.0
2025-11-06,1058853.7174834805,-0.4705731412582598,-1.0
2025-11-07,1046373.7174834803,-0.47681314125825985,-1.0
2025-11-10,1028133.7174834803,-0.4859331412582598,-1.0
2025-11-11,1042373.7174834803,-0.4788131412582598,-1.0
2025-11-12,1034053.7174834803,-0.48297314125825985,-1.0
2025-11-13,1038533.7174834803,-0.48073314125825983,-1.0
2025-11-14,1062373.7174834805,-0.4688131412582598,-1.0
2025-11-17,1038853.7174834803,-0.48057314125825984,-1.0
2025-11-18,1016773.7174834803,-0.49161314125825983,-1.0
2025-11-19,1015173.7174834803,-0.4924131412582598,-1.0
2025-11-20,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-21,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-24,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-25,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-26,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-27,1014228.2839890803,-0.4928858580054598,-1.0
2025-11-28,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-01,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-02,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-03,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-04,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-05,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-08,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-09,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-10,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-11,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-12,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-15,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-16,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-17,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-18,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-19,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-22,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-23,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-24,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-25,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-26,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-29,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-30,1014228.2839890803,-0.4928858580054598,-1.0
2025-12-31,1014228.2839890803,-0.4928858580054598,-1.0
